,Associated names,Authority,Bibliography,Culture/period,Curator's comments,Date,Denomination,Description,Inscriptions,Materials,Museum number,Object type,Production place,State,Subjects,Weight (g)
2290,Portrait of: Gaius Caesar,,Sculpture 1885,Roman,,2BC-4 (circa),,"Marble portrait head of Gaius Caesar, Augustus' grandson.",,marble,"1870,0705.1",portrait head,,,,
2291,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RR2 322, p.553",Roman Imperial,"The exact meaning of CA on this coinage is not known. RPC suggests that C(aesar) A(ugustus) is perhaps the best explanation, although some believe that CA is a representation of honorific wreaths to Augustus by the C(ommune) A(siae).",23BC (after),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVST.TR.P[OT]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6307,coin,Minted in: Syria (probably),Roman Empire,symbol,9.28
2292,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RR2 321, p.553",Roman Imperial,"The exact meaning of CA on this coinage is not known. RPC suggests that C(aesar) A(ugustus) is perhaps the best explanation, although some believe that CA is a representation of honorific wreaths to Augustus by the C(ommune) A(siae).",23BC (after),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'[AVGVST. TR.POT]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6306,coin,Minted in: Syria (probably),Roman Empire,symbol,9.34
2293,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RR2 320, p.553",Roman Imperial,"The exact meaning of CA on this coinage is not known. RPC suggests that C(aesar) A(ugustus) is perhaps the best explanation, although some believe that CA is a representation of honorific wreaths to Augustus by the C(ommune) A(siae).",23BC (after),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVS[T.TR.POT]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1903,1204.8",coin,Minted in: Syria (probably),Roman Empire,symbol,8.035
2294,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 243, p.58",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",11,semis,"Copper alloy coin.(obverse) Head of Tiberius, bare, left.","[{u'Inscription Content': u'[TI.CAESAR.A]VGVST.F.IMPERAT[.VI.]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6288,coin,Minted in: Lugdunum,Roman Empire,symbol,4.45
2295,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 239, p.58 (type)",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,semis,"Copper alloy coin.(obverse) Head of Tiberius, bare, left.","[{u'Inscription Content': u'TI.CAESAR.AVGVST.F.IM[PERAT.V]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6287,coin,Minted in: Lugdunum,Roman Empire,symbol,4.3
2296,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 237, p.58",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,as,"Copper alloy coin.(obverse) Head of Tiberius, bare, left.","[{u'Inscription Content': u'ROM.ET.AVG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,R.6286,coin,Minted in: Lugdunum,Roman Empire,symbol,10.66
2297,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 236a, p.58",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,dupondius,"Copper alloy coin.(obverse) Head of Tiberius, laureate, right.","[{u'Inscription Content': u'ROM.ET.AV[G]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1919,0307.320",coin,Minted in: Lugdunum,Roman Empire,symbol,12.61
2298,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 240, p.58 (type)",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,sestertius,"Copper alloy coin.(obverse) Head of Tiberius, bare, left.","[{u'Inscription Content': u'[ROM].ET.AVG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'AVG', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'ligatured', u'Inscription Type': u'countermark'}]",copper alloy,R.6285,coin,Minted in: Lugdunum,Roman Empire,symbol,24.26
2299,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 240, p.58 (type)",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,sestertius,"Copper alloy coin.(obverse) Head of Tiberius, bare, left.","[{u'Inscription Content': u'ROM.ET.AVG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,R.6284,coin,Minted in: Lugdunum,Roman Empire,symbol,
2300,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 241b, p.58 (type)",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,sestertius,"Copper alloy coin.(obverse) Head of Tiberius, laureate, left.","[{u'Inscription Content': u'ROM.ET.[AVG]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,R.6283,coin,Minted in: Lugdunum,Roman Empire,symbol,18.36
2301,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),"RIC1 241a, p.58 (type)",Roman Imperial,"The altar depicted is that set up as the central point of the ""Concilium Galliarum"" and is likely to have been dedicated by Augustus on 1 August 10 BC, (the same day of the birth in that city of the future emperor Claudius).",8-10,sestertius,"Copper alloy coin.(obverse) Head of Tiberius, laureate, right.","[{u'Inscription Content': u'ROM.ET.AVG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,R.6282,coin,Minted in: Lugdunum,Roman Empire,symbol,22.06
2302,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Volusus Valerius Messalla,"RE1 242 bis, p.394",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",6BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'CAESAR AVGVST.PON[T MAX TRIBVNIC POT]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[.AV]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'not clearly legible', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'VOLVSVS.[VALER.MESSAL.III.VIR.]A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1921,1217.46",coin,Minted in: Rome,Roman Empire,emperor/empress,8.3
2303,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Volusus Valerius Messalla,"RE1 241, p.46",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",6BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'CA[ESAR.AVG]VST.PONT.MAX.TRIBVNI C.POT.', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[VOLVS]VS.VALER.MESSAL.III.VIR.[A.A.A.F.F.]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1847,0309.58",coin,Minted in: Rome,Roman Empire,emperor/empress,11.66
2304,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Salvius Otho,"RIC1 431, p.75 (type)",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,as,"Copper alloy coin with modern suspension loop.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[CAESAR.AV]GVST.PONT.M[AX.TRIBVNIC.POT.]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[TI]B', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'M.SALV[IVS.OTHO.III.VIR.A.A.A.]F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'S.C', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'in centre', u'Inscription Type': u'inscription'}]",copper alloy,"1925,0716.3",coin,Minted in: Rome,Roman Empire,emperor/empress,8.3
2305,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Salvius Otho,"RE1 232, p.44",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[CAESAR.AVG]VST.PONT.M[AX.TRIBVNIC.POT.]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'IMP.AVG', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'MP and AV ligatured', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'[M.SALVIVS.]OTHO.III.VIR[.A.A.A.F.F.]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1870,0901.5",coin,Minted in: Rome,Roman Empire,emperor/empress,10.75
2306,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Salvius Otho,"RE1 225, p.43",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,dupondius or as,"Copper alloy coin.(obverse) Head of Augustus, laureate, left; crowned by Victory, behind, holding cornucopia in left hand and with right touching fillet of laurel-wreath.","[{u'Inscription Content': u'CAESAR.AVGVST.PONT.MAX.TRIBV  NIC.POT', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'M.SALVIVS.OTHO.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6233,coin,Minted in: Rome,Roman Empire,allegory/personification,17.8
2307,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Salvius Otho,"RE1 224, p.43",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,dupondius or as,"Copper alloy coin.(obverse) Head of Augustus, laureate, left; crowned by Victory, behind, holding cornucopia in left hand and with right touching fillet of laurel-wreath.","[{u'Inscription Content': u'CAESAR.AVGVST.PONT.MAX.TRIBVNIC.POT', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'M.SALVIVS.OTHO.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1867,0101.2017",coin,Minted in: Rome,Roman Empire,allegory/personification,16.71
2308,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Maecilius Tullus,"RE1 220, p.43",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[CAESAR.]AVGVST.[PONT].MAX.TRIBVNIC. POT', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[M.]MAECILIVS.TVLLVS.III.V[IR.A.A.A.F.F.]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1847,0820.74",coin,Minted in: Rome,Roman Empire,emperor/empress,11.54
2309,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Maecilius Tullus,"RE1 219, p.43",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,dupondius or as,"Copper alloy coin, inlaid with silver on reverse.(obverse) Head of Augustus, laureate, left; crowned by Victory, behind, holding cornucopia in left hand and with right touching fillet of laurel-wreath.","[{u'Inscription Content': u'CAESAR.AVGVST.PONT.MAX.TRIB  VNIC.POT.', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",silver,R.6230,coin,Minted in: Rome,Roman Empire,allegory/personification,13.17
2310,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  M Maecilius Tullus,"RE1 218, p.43",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,dupondius or as,"Copper alloy coin.(obverse) Head of Augustus, laureate, left; crowned by Victory, behind, holding cornucopia in left hand and with right touching fillet of laurel-wreath.","[{u'Inscription Content': u'CAESAR.AVGVST.PONT.MAX.TRIB  VNIC.POT.', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'M.MAECILIVS.TVLLVS.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6231,coin,Minted in: Rome,Roman Empire,allegory/personification,10.34
2311,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  P Lurius Agrippa,"RE1 212, p.42",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'CAESAR.AVGVST.PONT.M[AX.TRIBVNIC. POT.]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'P.LVRIVS.AG[RIPPA.III.VIR.]A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1867,0101.2016",coin,Minted in: Rome,Roman Empire,emperor/empress,10.56
2312,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  P Lurius Agrippa,"RE1 208*, p.41 (type)",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",7BC,dupondius or as,"Copper alloy coin.(obverse) Head of Augustus, laureate, left; crowned by Victory, behind, holding cornucopia in left hand and with right touching fillet of laurel-wreath.","[{u'Inscription Content': u'CAESAR.AVGVST.PONT.MAX.TR IBVNIC.POT.', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'P.LVRIVS.AGRIPPA.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1934,1018.1",coin,Minted in: Rome,Roman Empire,allegory/personification,11.73
2313,Named in inscription: M Sanquinius,Moneyer:  M Sanquinius,"RE1 194, p.38",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",17BC,dupondius,Copper alloy coin.(obverse) Inscription in three lines within oak-wreath.,"[{u'Inscription Content': u'AVGVSTVS TRIBVNIC POTEST', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'M.SANQVINIVS.Q.F.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6217,coin,Minted in: Rome,Roman Empire,,11.51
2314,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Cassius Celer,"RE1 169, p.34",Roman Imperial,"This coin has a serrated edge.Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",16BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'CAESAR AV[GVSTVS   TRI]BVN[IC POTE]ST', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C.CASSIVS CELER III VIR A A A F F', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1880,0603.51",coin,Minted in: Rome,Roman Empire,emperor/empress,13.79
2315,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Cassius Celer,"RE1 170, p.34",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",16BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'CAESAR.AVGVSTVS   TRIBVNIC.POTEST.', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C.CASSIVS.CELER.III.VIR.A.A.A.F.F.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1847,0309.55",coin,Minted in: Rome,Roman Empire,emperor/empress,11.15
2316,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Asinius Gallus,"RE1 164, p.33",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",16BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'S.[C]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'in centre', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'monogram - see Martini Pangerl Collection 43', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'[CAES]AR AVGV[STVS TRIBVNIC P]OTE[ST]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,R.6201,coin,Minted in: Rome,Roman Empire,emperor/empress,9.56
2317,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Asinius Gallus,"RE1 161, p.32",Roman Imperial,"Augustus reopened the mint of Rome in 18 BC and reconstituted the board of three moneyers (as opposed to the earlier four). This is signified by the reverse legend, where the generic part after the moneyer's name stands for the Latin tres viri ""auro argento aere flando feriundo"" (AAAFF).",16BC,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'S C', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'in centre', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR.AVGVSTVS.TRIBVNIC.POTEST.', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",copper alloy,"1867,0101.2015",coin,Minted in: Rome,Roman Empire,emperor/empress,11.1
2318,Portrait of: Augustus (Octavian),Ruler:  Augustus (Octavian),"RR2 300, p.548",Roman Imperial,"In 20 BC, Augustus scored a diplomatic coup by recovering the legionary eagles and standards (SIGNIS) which had been lost to the Parthians by Crassus in 53 BC, thereby erasing the stain of that earlier military disaster. The treaty also provided for the return of surviving Roman captives, who had been in Parthian hands for 33 years.",19BC-18BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.",[],silver,"BNK,R.234",coin,Minted in: Pergamon,Roman Empire,emperor/empress,3.84
2319,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 152, p.51",Roman Imperial,"This coin is considered to refer to the dangerous illness which afflicted Augustus when at Tarragona, in Spain, and the public vows made for his restoration and safe return.",18BC-16BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'S.P.Q.R.CAESARI AVGVSTO', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1844,0425.431",coin,Minted in: Colonia Patricia (possibly),Roman Empire,emperor/empress,3.82
2320,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 150a, p.51 (type)",Roman Imperial,"This coin is considered to refer to the dangerous illness which afflicted Augustus when at Tarragona, in Spain, and the public vows made for his restoration and safe return.",18BC-16BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[VOT.P.SV]SC.PRO.SAL.ET.RED.I.O.[M.SACR.]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,R.6120,coin,Minted in: Colonia Patricia (possibly),Roman Empire,emperor/empress,2.7
2321,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 142, p.50 (type)",Roman Imperial,"This coin type refers to the extensive measures taken by Augustus to improve the road system in Italy. The depiction on reverse may be that of the Milvian Bridge which carried the Via Flaminia, Italy's great nothern highway, across the Tiber just north of Rome. The historian Dio Cassius records the erection of ""statues on arches on the bridge over the Tiber"" in commemoration of the emperor's munificence in personally financing the work carried out on the Via Flaminia.",18BC-16BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'QVOD. VIAE. MVN. SVNT.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1843,1024.247",coin,Minted in: Colonia Patricia (possibly),Roman Empire,sculpture,2.27
2322,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 142, p.50",Roman Imperial,"This coin type refers to the extensive measures taken by Augustus to improve the road system in Italy. The depiction on reverse may be that of the Milvian Bridge which carried the Via Flaminia, Italy's great nothern highway, across the Tiber just north of Rome. The historian Dio Cassius records the erection of ""statues on arches on the bridge over the Tiber"" in commemoration of the emperor's munificence in personally financing the work carried out on the Via Flaminia.",18BC-16BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'QVOD. VIAE. MVN. SVNT.', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1844,0425.416",coin,Minted in: Colonia Patricia (possibly),Roman Empire,sculpture,3.43
2323,Named in inscription & portrayed: Ares/Mars,Ruler:  Augustus (Octavian),"RIC1 72, p.47 (var. head left)",Roman Imperial,"The small temple of Mars Ultor was situated on the Capitol and was built specially to house the legionary standards of Crassus and Antony recovered by Augustus from Phraates IV of Parthia. It was dedicated on 12 May, 20 BC.",19BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'MARTIS  VLTORIS', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'on left downwards and right, upwards', u'Inscription Type': u'inscription'}]",silver,"1936,0512.22",coin,Minted in: Colonia Patricia (possibly),Roman Empire,temple,3.81
2324,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 105a, p.48 (type)",Roman Imperial,"The small temple of Mars Ultor was situated on the Capitol and was built specially to house the legionary standards of Crassus and Antony recovered by Augustus from Phraates IV of Parthia. It was dedicated on 12 May, 20 BC.",18BC,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'[MA]R  VLT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1844,0425.439",coin,Minted in: Colonia Patricia (possibly),Roman Empire,temple,3.25
