"URI","Title","RecordId","Authority","Coin Type URI","Date on Object","Degree","Deity","Denomination","Department","Diameter","Dynasty","Engraver","Era","Findspot","Findspot URI","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Weight","Year","Date Record Modified"
"http://numismatics.org/search/id/1944.100.39187","RIC I (second edition) Augustus 506. 1944.100.39187","1944.100.39187","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.506","","","","Cistophorus","Roman","26.0","","","","","","","","Struck","Silver","Pergamum","IMP IX TR PO V","","Coin","Augustus","BMC.704v|RIC I (second edition) Augustus 506","Mysia","COM ASIAE","","12.02","-19|-18","2016-06-01T20:39:10Z"
"http://numismatics.org/search/id/1944.100.39189","RIC I (second edition) Augustus 501. 1944.100.39189","1944.100.39189","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.501","","","","Sestertius","Roman","33.4","","","","","","","","Struck","Bronze","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.713|RIC I (second edition) Augustus 501|RPC.2233","Mysia","CA","","24.27","-25|-15","2016-06-01T20:39:12Z"
"http://numismatics.org/search/id/1905.52.1","RIC I (second edition) Augustus 318. 1905.52.1","1905.52.1","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.318","","","","Denarius","Roman","19.5","","","","","","M. Durmius","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.63|RIC I (second edition) Augustus 318","Italy","M DVRMIVS III VIR","","4.08","-19|-4","2016-06-21T21:08:00Z"
"http://numismatics.org/search/id/1937.158.378","RIC I (second edition) Augustus 297. 1937.158.378","1937.158.378","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.297","","","","Denarius","Roman","18.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.22|RIC I (second edition) Augustus 297","Italy","P PETRON TVRPILIAN III VIR","","4.0","-19|-4","2016-06-21T21:13:29Z"
"http://numismatics.org/search/id/1937.158.379","RIC I (second edition) Augustus 299. 1937.158.379","1937.158.379","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.299","","","","Denarius","Roman","19.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus|Tarpeia","BMC.29|RIC I (second edition) Augustus 299","Italy","TVRPILIANVS III VIR","","3.87","-19|-4","2016-06-21T21:13:31Z"
"http://numismatics.org/search/id/1937.158.380","RIC I (second edition) Augustus 299. 1937.158.380","1937.158.380","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.299","","","","Denarius","Roman","19.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus|Tarpeia","BMC.29|RIC I (second edition) Augustus 299","Italy","TVRPILIANVS III VIR","","3.62","-19|-4","2016-06-21T21:13:32Z"
"http://numismatics.org/search/id/1937.158.381","RIC I (second edition) Augustus 300. 1937.158.381","1937.158.381","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.300","","","","Denarius","Roman","19.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.32|RIC I (second edition) Augustus 300","Italy","TVRPILIANVS III VIR","","4.21","-19|-4","2016-06-21T21:13:39Z"
"http://numismatics.org/search/id/1937.158.383","RIC I (second edition) Augustus 309. 1937.158.383","1937.158.383","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.309","","","","Denarius","Roman","19.5","","","","","","L. Aquillius Florus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.47|RIC I (second edition) Augustus 309","Italy","L AQVILLIVS FLORVS III VIR","","3.65","-19|-4","2016-06-21T21:13:42Z"
"http://numismatics.org/search/id/1937.158.384","RIC I (second edition) Augustus 310. 1937.158.384","1937.158.384","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.310","","","","Denarius","Roman","19.5","","","","","","L. Aquillius Florus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.50|RIC I (second edition) Augustus 310","Italy","L AQVILLIVS FLORVS III VIR SICIL","","3.89","-19|-4","2016-06-21T21:13:43Z"
"http://numismatics.org/search/id/1937.158.387","RIC I (second edition) Augustus 344. 1937.158.387","1937.158.387","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.344","","","","Denarius","Roman","18.5","","","","","","P. Licinius Stolo","","Struck","Silver","Rome","AVGVSTVS TR POT","","Coin","Augustus","BMC.76|RIC I (second edition) Augustus 344","Italy","P STOLO|III VIR","","3.71","-17","2016-06-21T21:13:46Z"
"http://numismatics.org/search/id/1937.158.388","RIC I (second edition) Augustus 351. 1937.158.388","1937.158.388","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.351","","","Mars","Denarius","Roman","19.0","","","","","","L. Mescinius Rufus","","Struck","Silver","Rome","","","Coin","Augustus","BMC.86|RIC I (second edition) Augustus 351","Italy","L MESCINIVS RVFVS","","3.78","-16","2016-06-21T21:13:48Z"
"http://numismatics.org/search/id/1937.158.391","RIC I (second edition) Augustus 408. 1937.158.391","1937.158.391","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.408","","","","Denarius","Roman","19.5","","","","","","C. Sulpicius Platorinus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus|Agrippa","BMC.114|RIC I (second edition) Augustus 408","Italy","M AGRIPPA PLATORINVS III VIR","","3.25","-13","2016-06-21T21:13:52Z"
"http://numismatics.org/search/id/1937.158.393","RIC I (second edition) Augustus 410. 1937.158.393","1937.158.393","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.410","","","","Denarius","Roman","18.0","","","","","","C. Antistius Reginus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.120|RIC I (second edition) Augustus 410","Italy","C ANTISTIVS REGINVS III VIR","","4.08","-13","2016-06-21T21:13:55Z"
"http://numismatics.org/search/id/1937.158.394","RIC I (second edition) Augustus 410. 1937.158.394","1937.158.394","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.410","","","","Denarius","Roman","18.0","","","","","","C. Antistius Reginus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.120|RIC I (second edition) Augustus 410","Italy","C ANTISTIVS REGINVS III VIR","","3.91","-13","2016-06-21T21:13:56Z"
"http://numismatics.org/search/id/1937.158.395","RIC I (second edition) Augustus 412. 1937.158.395","1937.158.395","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.412","","","","Denarius","Roman","20.5","","","","","","Cossus Cornelius Lentulus","","Struck","Silver","Rome","AVGVSTVS","","Coin","Augustus|Agrippa","BMC.123|RIC I (second edition) Augustus 412","Italy","COSSVS CN F LENTVLVS","","3.59","-12","2016-06-21T21:13:58Z"
"http://numismatics.org/search/id/1937.158.396","RIC I (second edition) Augustus 416. 1937.158.396","1937.158.396","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.416","","","","Denarius","Roman","19.0","","","","","","L. Caninius Gallus","","Struck","Silver","Rome","AVGVSTVS","","Coin","Augustus","BMC.128|RIC I (second edition) Augustus 416","Italy","L CANINIVS GALLVS III VIR","","3.91","-12","2016-06-21T21:13:59Z"
"http://numismatics.org/search/id/1937.158.397","RIC I (second edition) Augustus 416. 1937.158.397","1937.158.397","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.416","","","","Denarius","Roman","19.0","","","","","","L. Caninius Gallus","","Struck","Silver","Rome","AVGVSTVS","","Coin","Augustus","BMC.128|RIC I (second edition) Augustus 416","Italy","L CANINIVS GALLVS III VIR","","4.05","-12","2016-06-21T21:14:01Z"
"http://numismatics.org/search/id/1944.100.38312","RIC I (second edition) Augustus 297. 1944.100.38312","1944.100.38312","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.297","","","","Denarius","Roman","20.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.23|RIC I (second edition) Augustus 297","Italy","P PETRON TVRPILIAN III VIR","","3.94","-19|-4","2016-06-21T22:13:16Z"
"http://numismatics.org/search/id/1944.100.38313","RIC I (second edition) Augustus 296. 1944.100.38313","1944.100.38313","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.296","","","","Denarius","Roman","19.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.27|RIC I (second edition) Augustus 296","Italy","P PETRON TVRPILIAN III VIR","","3.42","-19|-4","2016-06-21T22:13:18Z"
"http://numismatics.org/search/id/1944.100.38314","RIC I (second edition) Augustus 300. 1944.100.38314","1944.100.38314","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.300","","","","Denarius","Roman","19.0","","","","","","P. Petronius Turpilianus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.32|RIC I (second edition) Augustus 300","Italy","TVRPILIANVS III VIR","","4.05","-19|-4","2016-06-21T22:13:19Z"
"http://numismatics.org/search/id/1944.100.38316","RIC I (second edition) Augustus 301. 1944.100.38316","1944.100.38316","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.301","","","Virtus","Denarius","Roman","19.5","","","","","","L. Aquillius Florus","","Struck","Silver","Rome","L AQVILLIVS FLORVS III VIR","","Coin","Augustus","BMC.36|RIC I (second edition) Augustus 301","Italy","AVGVSTVS CAESAR","","3.93","-19|-4","2016-06-21T22:13:22Z"
"http://numismatics.org/search/id/1944.100.38321","RIC I (second edition) Augustus 310. 1944.100.38321","1944.100.38321","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.310","","","","Denarius","Roman","18.5","","","","","","L. Aquillius Florus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.50|RIC I (second edition) Augustus 310","Italy","L AQVILLIVS FLORVS III VIR SICIL","","3.89","-19|-4","2016-06-21T22:13:30Z"
"http://numismatics.org/search/id/1944.100.38322","RIC I (second edition) Augustus 311. 1944.100.38322","1944.100.38322","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.311","","","Honos","Denarius","Roman","17.5","","","","","","M. Durmius","","Struck","Silver","Rome","M DVRMIVS III VIR HONORI","","Coin","Augustus","BMC.53|RIC I (second edition) Augustus 311","Italy","AVGVSTVS CAESAR","","3.91","-19|-4","2016-06-21T22:13:31Z"
"http://numismatics.org/search/id/1944.100.38325","RIC I (second edition) Augustus 317. 1944.100.38325","1944.100.38325","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.317","","","","Denarius","Roman","19.5","","","","","","M. Durmius","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.61|RIC I (second edition) Augustus 317","Italy","M DVRMIVS|III VIR","","4.2","-19|-4","2016-06-21T22:13:41Z"
"http://numismatics.org/search/id/1944.100.38326","RIC I (second edition) Augustus 318. 1944.100.38326","1944.100.38326","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.318","","","","Denarius","Roman","19.0","","","","","","M. Durmius","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.63|RIC I (second edition) Augustus 318","Italy","M DVRMIVS III VIR","","3.93","-19|-4","2016-06-21T22:13:43Z"
"http://numismatics.org/search/id/1944.100.38329","RIC I (second edition) Augustus 343. 1944.100.38329","1944.100.38329","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.343","","","","Denarius","Roman","20.0","","","","","","P. Licinius Stolo","","Struck","Silver","Rome","AVGVSTVS TR POT","","Coin","Augustus","BMC.74|RIC I (second edition) Augustus 343","Italy","P STOLO|III VIR","","3.84","-17","2016-06-21T22:13:44Z"
"http://numismatics.org/search/id/1944.100.38330","RIC I (second edition) Augustus 344. 1944.100.38330","1944.100.38330","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.344","","","","Denarius","Roman","18.0","","","","","","P. Licinius Stolo","","Struck","Silver","Rome","AVGVSTVS TR POT","","Coin","Augustus","BMC.76|RIC I (second edition) Augustus 344","Italy","P STOLO|III VIR","","3.59","-17","2016-06-21T22:13:45Z"
"http://numismatics.org/search/id/1944.100.38331","RIC I (second edition) Augustus 359. 1944.100.38331","1944.100.38331","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.359","","","","Denarius","Roman","17.5","","","","","","L. Vinicius","","Struck","Silver","Rome","","","Coin","Augustus","BMC.79v.|RIC I (second edition) Augustus 359","Italy","L VINICIVS","","4.0","-16","2016-06-21T22:13:46Z"
"http://numismatics.org/search/id/1944.100.38333","RIC I (second edition) Augustus 361. 1944.100.38333","1944.100.38333","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.361","","","","Denarius","Roman","17.5","","","","","","L. Vinicius","","Struck","Silver","Rome","AVGVSTVS TR POT VIII","","Coin","Augustus","BMC.80|RIC I (second edition) Augustus 361","Italy","L VINICIVS L F IIIVIR","","3.71","-16|-15","2016-06-21T22:13:50Z"
"http://numismatics.org/search/id/1944.100.38337","RIC I (second edition) Augustus 354. 1944.100.38337","1944.100.38337","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.354","","","Mars","Denarius","Roman","19.0","","","","","","L. Mescinius Rufus","","Struck","Silver","Rome","CAESAR AVGVSTVS TR POT","","Coin","Augustus","BMC.89|RIC I (second edition) Augustus 354","Italy","IMP CAES AVG LVD SAEC XV SF|L MESCINIVS RVFVS III VIR","","4.02","-16","2016-06-21T22:13:55Z"
"http://numismatics.org/search/id/1944.100.38339","RIC I (second edition) Augustus 399. 1944.100.38339","1944.100.38339","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.399","","","","Denarius","Roman","18.0","","","","","","C. Marius C F Tro","","Struck","Silver","Rome","AVGVSTVS","","Coin","Augustus","BMC.101|RIC I (second edition) Augustus 399","Italy","C MARIVS C F TRO IIIVIR","","3.71","-13","2016-06-21T22:13:58Z"
"http://numismatics.org/search/id/1944.100.38340","RIC I (second edition) Augustus 408. 1944.100.38340","1944.100.38340","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.408","","","","Denarius","Roman","19.0","","","","","","C. Sulpicius Platorinus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus|Agrippa","BMC.114|RIC I (second edition) Augustus 408","Italy","M AGRIPPA PLATORINVS III VIR","","3.94","-13","2016-06-21T22:14:00Z"
"http://numismatics.org/search/id/1944.100.38342","RIC I (second edition) Augustus 410. 1944.100.38342","1944.100.38342","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.410","","","","Denarius","Roman","17.0","","","","","","C. Antistius Reginus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.120|RIC I (second edition) Augustus 410","Italy","C ANTISTIVS REGINVS III VIR","","3.85","-13","2016-06-21T22:14:04Z"
"http://numismatics.org/search/id/1944.100.38343","RIC I (second edition) Augustus 410. 1944.100.38343","1944.100.38343","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.410","","","","Denarius","Roman","19.5","","","","","","C. Antistius Reginus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.420|RIC I (second edition) Augustus 410","Italy","C ANTISTIVS REGINVS III VIR","","3.69","-13","2016-06-21T22:14:06Z"
"http://numismatics.org/search/id/1944.100.38346","RIC I (second edition) Augustus 416. 1944.100.38346","1944.100.38346","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.416","","","","Denarius","Roman","18.5","","","","","","L. Caninius Gallus","","Struck","Silver","Rome","AVGVSTVS","","Coin","Augustus","BMC.128|RIC I (second edition) Augustus 416","Italy","L CANINIVS GALLVS III VIR","","3.86","-12","2016-06-21T22:14:12Z"
"http://numismatics.org/search/id/1948.79.11","RIC I (second edition) Augustus 414. 1948.79.11","1948.79.11","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.414","","","","Denarius","Roman","17.5","","","","","","Cossus Cornelius Lentulus","","Struck","Silver","Rome","AVGVSTVS COS XI","","Coin","Augustus|Agrippa","BMC.121|RIC I (second edition) Augustus 414","Italy","M AGRIPPA COS TER COSSVS LENTVLVS","","2.78","-12","2016-06-21T22:18:03Z"
"http://numismatics.org/search/id/1955.22.8","RIC I (second edition) Augustus 403. 1955.22.8","1955.22.8","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.403","","","Diana","Denarius","Roman","18.0","","","","","","C. Marius C F Tro","","Struck","Silver","Rome","AVGVSTVS","","Coin","Augustus","BMC.104|RIC I (second edition) Augustus 403","Italy","C MARIVS TRO III VIR","","3.64","-13","2016-06-21T22:19:35Z"
"http://numismatics.org/search/id/1967.153.97","RIC I (second edition) Augustus 410. 1967.153.97","1967.153.97","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.410","","","","Denarius","Roman","19.0","","","","Shikhlar Hd.","","C. Antistius Reginus","","Struck","Silver","Rome","CAESAR AVGVSTVS","","Coin","Augustus","BMC.120|RIC I (second edition) Augustus 410","Italy","C ANTISTIVS REGINVS III VIR","","3.39","-13","2016-06-21T22:21:05Z"
"http://numismatics.org/search/id/1975.226.67","RIC I (second edition) Augustus 431. 1975.226.67","1975.226.67","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.431","","","","As","Roman","26.0","","","","","","M. Salvius Otho","","Struck","Bronze","Rome","CAESAR AVGVST PONT MAX TRIBVNIC POT","","Coin","Augustus","BMC.226|RIC I (second edition) Augustus 431","Italy","M SALVIVS OTHO III VIR A A A F F","","11.04","-7","2016-06-21T13:16:12Z"
"http://numismatics.org/search/id/1977.999.23","RIC I (second edition) Augustus 382. 1977.999.23","1977.999.23","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.382","","","","As","Roman","25.0","","","","","","Cn. PISO Cn.F","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.137|RIC I (second edition) Augustus 382","Italy","CN PISO CN F III VIR A A A F F","","8.45","-15","2016-06-21T13:16:39Z"
"http://numismatics.org/search/id/1977.999.30","RIC I (second edition) Augustus 431. 1977.999.30","1977.999.30","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.431","","","","As","Roman","26.0","","","","","","M. Salvius Otho","","Struck","Bronze","Rome","CAESAR AVGVST PONT MAX TRIBVNIC POT","","Coin","Augustus","BMC.226|RIC I (second edition) Augustus 431","Italy","M SALVIVS OTHO III VIR A A A F F","","11.24","-7","2016-06-21T13:16:48Z"
"http://numismatics.org/search/id/1977.999.31","RIC I (second edition) Augustus 431. 1977.999.31","1977.999.31","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.431","","","","As","Roman","25.0","","","","","","M. Salvius Otho","","Struck","Bronze","Rome","CAESAR AVGVST PONT MAX TRIBVNIC POT","","Coin","Augustus","BMC.226|RIC I (second edition) Augustus 431","Italy","M SALVIVS OTHO III VIR A A A F F","","9.99","-7","2016-06-21T13:16:49Z"
"http://numismatics.org/search/id/1977.999.33","RIC I (second edition) Augustus 432. 1977.999.33","1977.999.33","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.432","","","","As","Roman","26.5","","","","","","M. Salvius Otho","","Struck","Bronze","Rome","CAESAR AVGVST PONT MAX TRIBVNIC POT","","Coin","Augustus","BMC.233|RIC I (second edition) Augustus 432","Italy","M SALVIVS OTHO III VIR A A A F F","","11.62","-7","2016-06-21T13:16:51Z"
"http://numismatics.org/search/id/1978.27.2","RIC I (second edition) Augustus 95. 1978.27.2","1978.27.2","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.95","","","Victory","Denarius","Roman","18.0","","","","","","","","Struck","Silver","Colonia Patricia","CAESAR AVGVSTVS","","Coin","Augustus","BMC.404|RIC I (second edition) Augustus 95","Lusitania","SPQR","","3.74","-19","2016-06-21T13:17:18Z"
"http://numismatics.org/search/id/1984.176.3","RIC I (second edition) Augustus 233. 1984.176.3","1984.176.3","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.233","","","Victory","As","Roman","18.5","","","","","","","","Struck","Bronze","Lugdunum","CAESAR AVGVSTVS DIVI F PATER PATRIAE","","Coin","Augustus","BMC.568|RIC I (second edition) Augustus 233","Gallia","ROM ET AVG","","4.9","9|14","2016-06-21T13:18:15Z"
"http://numismatics.org/search/id/1985.140.12","RIC I (second edition) Augustus 1B. 1985.140.12","1985.140.12","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.1B","","","Victory","Quinarius","Roman","15.0","","","","","","P. Carisius","","Struck","Silver","Emerita","AVGVST","","Coin","Augustus","BMC.295|RIC I (second edition) Augustus 1B","Lusitania","P CARISI [LEG]","","1.48","-25|-23","2016-06-21T13:18:20Z"
"http://numismatics.org/search/id/1985.140.14","RIC I (second edition) Augustus 7A. 1985.140.14","1985.140.14","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.7A","","","","Denarius","Roman","19.0","","","","","","P. Carisius","","Struck","Silver","Emerita","IMP CAESAR AVGVST","","Coin","Augustus","BMC.281|RIC I (second edition) Augustus 7A","Lusitania","[P CA]RISIVS LEG PR[O PR]","","3.65","-25|-23","2016-06-21T13:18:22Z"
"http://numismatics.org/search/id/1987.26.268","RIC I (second edition) Augustus 373. 1987.26.268","1987.26.268","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.373","","","","As","Roman","26.0","","","","","","C. Asinius Gallus","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.161|RIC I (second edition) Augustus 373","Italy","C ASINIVS GALLVS III CIR A A A F F","","10.52","-16","2016-06-21T13:18:53Z"
"http://numismatics.org/search/id/1995.11.1605","RIC I (second edition) Augustus 226. 1995.11.1605","1995.11.1605","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.226","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Lugdunum","CAESAR AVGVSTVS DIVI F PATER PATRIAE","","Coin","Augustus|Tiberius","BMC.507|RIC I (second edition) Augustus 226","Gallia","TI CAESAR AVG F TR POT XV","","3.8","13|14","2016-06-21T13:19:30Z"
"http://numismatics.org/search/id/1995.11.1628","RIC I (second edition) Augustus 373. 1995.11.1628","1995.11.1628","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.373","","","","As","Roman","26.5","","","","","","C. Asinius Gallus","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.161|RIC I (second edition) Augustus 373","Italy","C ASINIVS C F GALLVS III VIR A A A F F","","11.63","-16","2016-06-21T13:19:49Z"
"http://numismatics.org/search/id/1995.11.1637","RIC I (second edition) Augustus 431. 1995.11.1637","1995.11.1637","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.431","","","","As","Roman","26.0","","","","","","M. Salvius Otho","","Struck","Bronze","Rome","CAESAR AVGVST PONT MAX TRIBVNIC POT","","Coin","Augustus","BMC.226|RIC I (second edition) Augustus 431","Italy","M SALVIVS OTHO III VIR A A A F F","","9.79","-7","2016-06-21T13:19:55Z"
"http://numismatics.org/search/id/1995.11.1639","RIC I (second edition) Augustus 230. 1995.11.1639","1995.11.1639","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.230","","","Victory","As","Roman","24.5","","","","","","","","Struck","Bronze","Lugdunum","CAESAR PONT MAX","","Coin","Augustus","BMC.549|RIC I (second edition) Augustus 230","Gallia","ROM ET AVG","","10.75","-10|-6","2016-06-21T13:19:56Z"
"http://numismatics.org/search/id/1995.11.1648","RIC I (second edition) Augustus 108A. 1995.11.1648","1995.11.1648","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.108A","","","","Denarius","Roman","18.5","","","","","","","","Struck","Silver","Colonia Patricia","TI CAESAR DIVI AVG F AVGVST IMP VIII","","Coin","Augustus","BMC.392|RIC I (second edition) Augustus 108A","Lusitania","SPQR","","3.74","-18","2016-06-21T13:20:05Z"
"http://numismatics.org/search/id/1996.104.12","RIC I (second edition) Augustus 382. 1996.104.12","1996.104.12","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.382","","","","As","Roman","19.0","","","","","","Cn. PISO Cn.F","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.137|RIC I (second edition) Augustus 382","Italy","CN PISO CN F III VIR A A A F F","","9.71","-15","2016-06-21T13:20:18Z"
"http://numismatics.org/search/id/1996.104.13","RIC I (second edition) Augustus 386. 1996.104.13","1996.104.13","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.386","","","","As","Roman","22.5","","","","","","L. Naevius Surdinus","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.144|RIC I (second edition) Augustus 386","Italy","L SVRDINVS IIIVIR A A A F F","","10.12","-15","2016-06-21T13:20:19Z"
"http://numismatics.org/search/id/1996.104.15","RIC I (second edition) Augustus 386. 1996.104.15","1996.104.15","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.386","","","","As","Roman","25.5","","","","","","L. Naevius Surdinus","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.144|RIC I (second edition) Augustus 386","Italy","L SVRDINVS IIIVIR A A A F F","","8.08","-15","2016-06-21T13:20:21Z"
"http://numismatics.org/search/id/1996.104.17","RIC I (second edition) Augustus 386. 1996.104.17","1996.104.17","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.386","","","","As","Roman","23.0","","","","","","L. Naevius Surdinus","","Struck","Bronze","Rome","CAESAR AVGVSTVS TRIBVNIC POTEST","","Coin","Augustus","BMC.144|RIC I (second edition) Augustus 386","Italy","L SVRDINVS IIIVIR A A A F F","","8.38","-15","2016-06-21T13:20:25Z"
"http://numismatics.org/search/id/1996.104.6","RIC I (second edition) Augustus 230. 1996.104.6","1996.104.6","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.230","","","Victory","As","Roman","25.0","","","","","","","","Struck","Bronze","Lugdunum","CAESAR PONT MAX","","Coin","Augustus","BMC.550|RIC I (second edition) Augustus 230","Gallia","ROM ET AVG","","10.02","-10|-6","2016-06-21T13:20:28Z"
"http://numismatics.org/search/id/1996.104.9","RIC I (second edition) Augustus 435. 1996.104.9","1996.104.9","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.435","","","","As","Roman","29.0","","","","","","M. Maecilius Tullus","","Struck","Bronze","Rome","CAESAR AVGVST PONT MAX TRIBVNIC POT","","Coin","Augustus","BMC.220|RIC I (second edition) Augustus 435","Italy","M MAECILIVS TVLLVS III VIR A A A F F","","10.09","-7","2016-06-21T13:20:31Z"
"http://numismatics.org/search/id/1996.4.3","RIC I (second edition) Augustus 191. 1996.4.3","1996.4.3","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.191","","","Apollo","Denarius","Roman","18.0","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.480|RIC I (second edition) Augustus 191","Gallia","IMP- XII/ ACT","","3.67","-11|-10","2016-06-21T13:20:46Z"
"http://numismatics.org/search/id/1997.125.1","RIC I (second edition) Augustus 40A. 1997.125.1","1997.125.1","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.40A","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Caesaraugusta","CAE[SAR AVGV]STVS","","Coin","Augustus","BMC.330|RIC I (second edition) Augustus 40A","Lusitania","OB CIVIS/[SERVATOS]","","3.22","-19|-18","2016-06-21T13:20:49Z"
